Strike,Date,Village/local area,District,Province,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-
terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG106,05/10/2015,Kunduz city,Kunduz city,Kunduz,US strike,0,1,1,-,-,-,One Humvee,5,5,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#96,,96
AFG107,11/10/2015,Unknown,Shurabak,Kandahar,US strike,0,1,0,CT,AQ,Over several days,"AQIS camps, one 30 square miles the other one square mile.",63,63,100,200,0,0,0,0,50,50,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#97,,97
AFG108,13/10/2015,Unknown,Unknown,Nangarhar,US strike,0,0,0,-,ISIS,-,Vehicle,1,1,6,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#98,,98
AFG109,19/10/2015,Unknown,Kharwar,Logar,US strike,0,0,0,-,Taliban,Night,Four vehicles,1,1,0,20,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#99,,99
AFG110,23/10/2015,Unknown,Nazyan,Nangarhar,US strike,1,0,0,-,ISIS,Morning,House,1,1,6,6,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#100,,100
AFG111,23/10/2015,Mamand or Bandar,Achin,Nangarhar,US strike,0,0,0,-,ISIS,11,House,1,1,8,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#101,,101
AFG112,23/10/2015,Bandar,Achin,Nangarhar,US strike,0,0,0,-,-,Afternoon,Checkpost,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#102,,102
AFG113,23/10/2015,Abdul Khel,Achin,Nangarhar,US strike,0,0,0,-,-,Afternoon,Checkpost,1,1,10,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#103,,103
AFG114,27/10/2015,Syah Cho,Achin,Nangarhar,US strike,0,0,0,-,Taliban,-,Vehicle,1,1,11,12,0,1,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#104,,104
AFG115,29/10/2015,Unknown,Nazyan,Nangarhar,US strike,1,0,0,-,ISIS,-,Compound,1,1,3,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#105,,105
AFG116,29/10/2015,Unknown,Ghazi Abad,Kunar,US strike,1,0,0,-,AQ,Evening,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#106,,106
AFG117,29/10/2015,Unknown,Lal Pura,Kunar,US strike,1,0,0,-,TTP,-,Hideout,1,1,4,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#107,,107
AFG118,31/10/2015,"Choni Sar area, Shultan valley",Shigal,Kunar,US strike,1,0,0,-,TTP,Night,-,1,1,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#108,,108
AFG119,04/11/2015,Unknown,Achin,Nangarhar,US air and Afghan ground operation,0,0,0,-,ISIS,Afternoon,-,1,1,0,29,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#109,,109
AFG120,08/11/2015,Gulai,Ghanikhil,Nangarhar,US strike,1,0,0,-,Taliban,Afternoon,Hideout,1,1,3,3,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#110,,110
AFG121,14/11/2015,Landi Kambo,Khogyani,Nangarhar,US strike,1,0,0,-,Taliban,-,Vehicle,1,1,12,13,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#111,,111
AFG122,17/11/2015,Unknown,Behsood,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,8,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#112,,112
AFG123,18/11/2015,Unknown,Babrak Thana,Khost,US strike,1,0,0,-,-,-,Training camp,1,1,21,50,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#113,,113
AFG124,24/11/2015,Dabila,Mohmand Dara,Nangarhar,US strike,1,0,0,-,Taliban,1700,-,1,1,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#114,,114
AFG125,24/11/2015,Unknown,Behsood,Nangarhar,US strike,1,0,0,-,Taliban,Night,Vehicles,1,1,8,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#115,,115
AFG126,25/11/2015,"Gagi Mountain, Ali Shir",Tere Zayi,Khost,US strike,1,0,0,-,TTP,Night,Hideout,2,2,10,16,0,0,0,0,20,20,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#116,,116
AFG127,03/12/2015,Nakora,Chapa Dara,Kunar,US strike,1,0,0,-,TTP,Night,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#117,,117
AFG128,08/12/2015,Ador,Khogyani,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,11,11,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#118,,118
AFG129,13/12/2015,Unknown,"Marja, Sangin and Babaji",Helmand,US strike with US and Afghan ground operation,0,0,0,-,Taliban,-,-,3,3,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#119,,119
AFG130,15/12/2015,Sher Khan village,Deh Yak,Ghazni,US air and Afghan ground operation,0,0,0,-,Taliban,-,-,1,1,9,9,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#134,,134
AFG131,19/12/2015,Unknown,Bati Kot,Nangarhar,US air and ground operations,1,1,0,FP,Taliban,-,Hideout,1,1,3,3,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#135,,135
AFG132,22/12/2015,28th canal area,Ghani Khel,Nangarhar,US air and ground operations,1,0,0,-,Taliban,-,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#136,,136
AFG133,23/12/2015,Sangin,Sangin,Helmand,US strike,1,1,1,FP,Taliban,Night,-,2,2,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#137,,137
AFG134,23/12/2015,Atewishtama Wyala,Ghanikhel,Nangarhar,US strike,1,0,0,-,Taliban,Afternoon,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#138,,138
AFG135,29/12/2015,Masboud valley,Alishang,Laghman,US strike,1,0,0,-,Taliban,Afternoon,-,1,1,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#139,,139
AFG136,02/01/2016,Shaltan Darra,Shegal,Kunar,US strike,1,0,0,-,ISIS,-,-,1,1,5,5,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#140,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#,140
AFG137,06/01/2016,Unknown,Majah,Helmand,US strike,0,1,1,-,-,-,-,12,12,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#141,,141
AFG138,08/01/2016,"Maktab village, Pekha",Achin,Nangarhar,US strike,1,1,0,CT,ISIS,Afternoon (after Friday prayers),Mass public execution,1,1,17,20,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#142,,142
AFG139,08/01/2016,Unknown,Kharkhez,Kandahar,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#143,,143
AFG140,08/01/2016,Unknown,Bermal,Paktika,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#144,,144
AFG141,09/01/2016,Unknown,Achin,Nangarhar,US strike,1,1,0,FP,ISIS,-,Hideouts,1,1,20,20,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#145,,145
AFG142,09/01/2016,Unknown,Shegal,Kunar,US strike,1,1,0,FP,TTP,800,-,1,1,10,10,1,1,1,1,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#146,,146
AFG143,10/01/2016,Unknown,Bermal,Paktika,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#147,,147
AFG144,10/01/2016,Unknown,Bermal,Paktika,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#148,,148
AFG145,14/01/2016,"Abdulkhelo area, Bandar locality",Achin,Nangarhar,US strike,1,1,0,FP,ISIS,1600,House,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#149,,149
AFG146,16/01/2016,Unkown,Deh Bala,Nangarhar,US strike,0,0,0,-,-,Afternoon,-,8,8,17,17,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#150,,150
AFG147,16/01/2016,Shabi Tangi,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,Late,-,1,1,22,22,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#151,,151
AFG148,19/01/2016,Deh Sarak,Achin,Nangarhar,US strike,1,0,0,-,ISIS,1400-1500,Vehicle,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#152,,152
AFG149,19/01/2016,Deh Sarak,Achin,Nangarhar,US strike,1,0,0,-,ISIS,1400-1500,Vehicle,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#153,,153
AFG150,22/01/2016,Khawajakhel,Arghandab,Zabul,US strike,1,0,0,-,-,Late,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#154,,154
AFG151,22/01/2016,Unknown,Unknown,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#155,,155
AFG152,22/01/2016,Abdulkhel area,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Night,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#156,,156
AFG153,22/01/2016,Gorgori,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,Night,-,1,1,10,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#157,,157
AFG154,23/01/2016,Bandar,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Noon,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#158,,158
AFG155,23/01/2016,Nargusi,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#159,,159
AFG156,24/01/2016,Gurguri,Deh Bala,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,13,13,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#160,,160
AFG157,24/01/2016,Bandar Khwar,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#161,,161
AFG158,25/01/2016,Unknown,Achin,Nangarhar,US strike,1,0,0,-,Taliban,Late,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#162,,162
AFG159,01/02/2016,Momand,Achin,Nangarhar,US strike,1,1,0,CT,ISIS,1900-2000,"Radio station, ""Internet facility"", court, hideout",2,4,21,29,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#163,,163
AFG160,01/02/2016,Unknown,Bermal or Gomal,Paktika,US strike,1,0,0,-,TTP,-,-,1,1,19,19,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#164,,164
AFG161,02/02/2016,Bandar,Achin,Nangarhar,US strike,1,1,0,FP,ISIS,1600,-,1,1,3,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#165,,165
AFG162,04/02/2016,"Daman, Marghay",Bermal,Paktika,US strike,1,0,0,-,TTP,-,-,1,1,10,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#166,,166
AFG163,04/02/2016,Shiltan,Shegal,Kunar,US strike,1,1,0,CT,TTP,Night,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#167,,167
AFG164,05/02/2016,Unknown,Achin,Nangarhar,US strike,1,1,0,-,ISIS,-,Vehicle and gathering,1,2,16,16,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#168,,168
AFG165,08/02/2016,Bazaar,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,Bazaar,1,1,11,11,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#169,,169
AFG166,08/02/2016,Unknown,Nad Ali and Greshk,Helmand,US strike,1,0,0,-,Taliban,Night,Vehicle,1,2,15,15,0,0,0,0,10,10,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#170,,170
AFG167,11/02/2016,Unknown,Gomal,Paktika,US strike,1,1,0,CT,Taliban,-,Two vehicles,1,1,13,18,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#175,,175
AFG168,15/02/2016,Unknown,Nazyan,Nangarhar,US strike,0,1,0,CT,-,-,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#179,,179
AFG169,17/02/2016,Raghi,Gomal,Paktika,US strike,1,0,0,-,Taliban,-,Hideout,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#176,,176
AFG170,18/02/2016,Raghi,Gomal,Paktika,US strike,1,0,0,-,-,-,Vehicle,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#177,,177
AFG171,22/02/2016,Pekha Khwar,Achin,Nangarhar,US strike,1,1,0,CT,ISIS,-,-,1,1,22,25,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#171,,171
AFG172,22/02/2016,Dand e Ghori,Pul-e-Khumri,Baghlan,US strike,1,0,0,-,Taliban,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#172,,172
AFG173,26/02/2016,Dadul,Gomal,Paktika,US strike,1,1,0,CT,AQ,-,Two motorcycles,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#173,,173
AFG174,28/02/2016,Mamand Dara and Pekha,Achin,Nangarhar,US strike,1,1,0,CT,ISIS,Late afternoon,-,1,1,7,9,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#174,,174
AFG175,05/03/2016,Mamond Dara,Achin,Nangarhar,US strike,1,1,0,CT,ISIS,Night,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#178,,178
AFG176,21/03/2016,Khwargai,Kot,Nangarhar,US strike,1,0,0,-,ISIS,2.30pm,"""Saracha"" vehicle",1,1,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#180,,180
AFG177,22/03/2016,Janajal Ghondie,Kot,Nangarhar,US strike,1,0,0,-,ISIS,14:00,-,1,1,2,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#181,,181
AFG178,22/03/2016,Bandar,Kot,Nangarhar,US strike,1,0,0,-,ISIS,Late afternon,Horse,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#182,,182
AFG179,26/03/2016,Unknown,Achin or Mamand Dara,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,11,11,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#183,,183
AFG180,05/04/2016,Unknown,Kot,Nangarhar,US strike,1,0,0,-,ISIS,Early morning,Vehicle and motorbike,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#184,,184
AFG181,07/04/2016,Unknown,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#185,,185
AFG182,07/04/2016,Unknown,Dehrawood,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#186,,186
AFG183,07/04/2016,Nematabad,Gomal,Paktika,US strike,1,1,0,CT,AQ,-,-,1,1,14,21,14,21,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#187,,187
AFG184,14/04/2016,Unknown,Achin,Nangarhar,US strike,0,1,1,CT,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#190,,190
AFG185,19/04/2016,Shadal,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,House,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#191,,191
AFG186,20/04/2016,Unknown,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#192,,192
AFG187,28/04/2016,Narai Obam,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#193,,193
AFG188,30/04/2016,Unknown,Chaparhar and Haska Mina,Nangarhar,US strike,1,0,0,-,-,-,-,1,1,38,38,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#194,,194
AFG189,07/05/2016,Unknown,Khanashin,Helmand,US strike,1,1,0,-,-,-,Vehicle,1,1,0,1,0,0,0,0,2,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#196,,196
AFG190,09/05/2016,Nahr Sufi,Chahar Dara,Kunduz,US strike,1,0,0,-,Taliban,-,Vehicle,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#195,,195
AFG191,12/05/2016,Zarmakhel,Pacheragam,Nangarhar,US strike,0,1,0,CT,Reportedly Taliban,10:30,Vehicle,1,1,1,1,0,0,0,0,1,1,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#202,,202
AFG192,16/05/2016,Gandeel,Watapor,Kunar,US strike,1,1,0,FP,ISIS,-,Hideout,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#197,,197
AFG193,17/05/2016,Unknown,Shahjoy,Zabul,US strike,1,1,0,CT,AQ,-,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#199,,199
AFG194,18/05/2016,Mohammd Ghous,Ab Band,Ghazni,US strike,1,0,0,-,Taliban,05:00,-,1,1,1,1,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#201,,201
AFG195,22/05/2016,Asqalan,Kunduz city,Kunduz,US strike,1,0,0,-,Taliban,-,Vehicle,1,1,13,13,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#203,,203
AFG196,22/05/2016,Karkani,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Morning,-,1,1,9,9,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#204,,204
AFG197,26/05/2016,Sarobi,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Morning,Bomb-rigged car,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#205,,205
AFG198,26/05/2016,Pirakhel,Wazir,Nangarhar,US strike,1,0,0,-,ISIS,Morning,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#206,,206
AFG199,26/05/2016,Unknown,Kot,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#207,,207
AFG200,26/05/2016,Elbak,Unknown,Kandahar,US strike,1,1,1,FP,Taliban,Night,-,3,3,7,7,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#220,,220
AFG201,29/05/2016,Kangari Kando,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,-,Hideout,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#208,,208
AFG202,29/05/2016,Kata Sang,Shaha Wali Kot,Kandahar,US strike,1,1,0,FP,Taliban,-,-,1,1,17,22,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#209,,209
AFG203,29/05/2016,Unknown,De Bala,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#210,,210
AFG204,29/05/2016,Unknown,Sayedabad,Wardak,US strike,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#211,,211
AFG205,02/06/2016,Kharkot,Gayan,Paktika,US strike,1,0,0,-,Taliban,14:00,-,1,1,10,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#212,,212
AFG206,08/06/2016,Unknown,Sar Rawza,Paktika,US strike,1,0,0,-,Haqqani,Night,Vehicle,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#213,,213
